Consumo Total no período (Wh): 0.0000000000
plaqueta;numero de série;lat;long;consumo acumulado (Wh);data inicial;data final
corte2.6_web;1234123412345;-25,420;-49,265;0;14/12/2022;21/12/2022
TESTE IPC;1902434018471;-25,428;-49,279;0;14/12/2022;21/12/2022
IP-01;1904441020531;-25,420;-49,265;0;14/12/2022;21/12/2022
Teste;2015451048308;-25,428;-49,280;0;14/12/2022;21/12/2022
A Trocar;054215410545;-25,428;-49,280;0;14/12/2022;21/12/2022
